arrival_rate,service_rate,num_servers,queue_capacity,simulation_time,avg_wait_time,avg_queue_length,server_utilization,customers_served,customers_lost,loss_rate
2.1854305348131313,2.866928627306774,8,65,220,0.0,0.0,0.09175958526226415,463,0,0.0
2.865605820362086,0.7635340717904195,7,41,274,0.03145465766068107,0.08759124087591241,0.5387657492374904,789,0,0.0
3.3464484948462254,2.040069748226791,2,45,863,0.9551360453706372,3.2340672074159906,0.828420089031519,2917,0,0.0
2.519742619312918,0.46971521617542855,4,99,997,47.19515148334311,90.79237713139418,0.9972110749590908,1868,593,0.2313694888802185
2.6281132004036234,2.3259534305025253,2,91,742,0.26309082937731687,0.7398921832884097,0.5753661767533407,1986,0,0.0
2.969155650228063,2.615375792829481,4,56,247,0.0011684392905472114,0.004048582995951417,0.26122379141074553,675,0,0.0
2.181279975396386,2.247957120967542,2,66,858,0.15101462006771033,0.3414918414918415,0.48269674495150316,1862,0,0.0
4.810622390781767,1.4469199500860785,7,8,856,0.009584510297111336,0.04789719626168224,0.4772810340282893,4138,0,0.0
4.326710523716031,2.5189948120697103,2,67,340,1.7604265297442998,7.820588235294117,0.8786184407816073,1505,0,0.0
2.327535706845993,0.6852030622322374,5,15,919,0.420125625068133,0.9804134929270947,0.6882624885065779,2167,0,0.0
2.107981667399318,2.5747991786782096,3,5,303,0.007396753510468238,0.0165016501650165,0.2683196004681628,628,0,0.0
4.577746987909985,1.9209678966494552,3,44,446,0.4502339420342205,1.9147982062780269,0.7703515661994081,1980,0,0.0
2.3574634271882506,0.7039175407452356,6,39,991,0.06854189063816048,0.14732593340060546,0.5454553668276826,2283,0,0.0
3.295515580261249,1.8188779406144764,1,89,688,43.285748603144526,84.63517441860465,1.0,1296,880,0.3883495145631068
4.6731886854615885,0.9845558330083117,5,6,566,0.41472829290814983,1.7915194346289753,0.8735621104901129,2434,198,0.075
3.8575759570051393,0.534714358077632,6,57,907,15.333022969872621,49.59757442116869,0.9959051950105204,2898,492,0.1425260718424102
2.89704929633839,1.1854988480645454,3,84,608,0.9068823008005076,2.585526315789474,0.8032927515144229,1737,0,0.0
2.6075108532518336,0.37154382886144405,6,21,405,6.723059674839726,15.217283950617285,0.9935188631723816,897,152,0.1413953488372093
4.850004536462003,2.5092780936288,9,81,898,2.1092745196516274e-05,0.0,0.2128699741318877,4317,0,0.0
2.9107999612646998,2.0811044505653498,2,94,577,0.3804555468821171,1.1109185441941074,0.6766337846265814,1625,0,0.0
1.1750581551131818,2.3716525502779686,3,49,360,0.0015492180851898623,0.002777777777777778,0.1702204244278479,436,0,0.0
1.1496788344945859,0.35028820407749084,5,18,754,0.23986317336346946,0.2625994694960212,0.5997335141503741,792,0,0.0
3.1771814375922314,1.6713086456691986,6,89,224,0.0022135117921576355,0.008928571428571428,0.3307751577692741,743,0,0.0
0.5045988883348612,1.2023702323131733,9,56,425,0.0,0.0,0.04435683111576065,204,0,0.0
1.918336583823129,1.2801597506546978,6,43,215,0.002357261449734875,0.009302325581395349,0.25917308020874275,428,0,0.0
3.466079527629594,2.1952801232476546,1,25,328,10.272185815461423,22.539634146341463,0.9874288496824909,711,379,0.34113411341134114
0.5838182842178077,2.562428782045993,4,80,995,0.0,0.0,0.05726351084167412,584,0,0.0
1.4163835755100043,0.8224848758892545,5,15,248,0.006078683968800235,0.008064516129032258,0.3363136652534042,343,0,0.0
0.6829840786443615,2.1353316299433014,7,73,554,0.0,0.0,0.046493002279925144,385,0,0.0
1.0145860391400374,2.103949625373972,1,43,492,0.5462295116409084,0.5670731707317073,0.492685449001379,510,0,0.0
1.2780707553689679,1.1947121905730462,9,67,564,0.0,0.0,0.12548729223364516,761,0,0.0
4.971390708168187,1.6806528101376226,5,14,488,0.06226912870925667,0.29508196721311475,0.5884227963469313,2413,0,0.0
2.401555838366435,1.9022765304127818,2,83,453,0.24450709300586074,0.5849889624724062,0.6312872934130779,1088,0,0.0
4.809214551693577,1.624266608928595,6,51,260,0.026191980142276874,0.09615384615384616,0.5004230883972112,1268,0,0.0
2.3927077444101075,2.640740378605312,4,25,804,0.004157461734912528,0.011194029850746268,0.22301713300939704,1894,0,0.0
4.42085031498679,2.0370740999554013,1,56,790,27.716414854168182,54.55569620253164,0.950109295492519,1529,2011,0.5598552338530067
0.5185300610861556,2.02431743311783,3,43,658,0.0,0.0,0.0883382805741534,353,0,0.0
3.773128551370396,2.265443235805001,4,89,258,0.02382324924851786,0.10852713178294573,0.3969310693772561,928,0,0.0
2.2025717377232814,0.4589388660937376,2,30,563,28.811125729738453,28.236234458259325,1.0,534,642,0.5332225913621262
3.3162708917337707,1.5841659447272567,5,83,657,0.017754213720004977,0.0532724505327245,0.40834090558623254,2125,0,0.0
3.9638530638287746,2.644516596546372,8,11,259,0.0,0.0,0.18925297203134775,1037,0,0.0
2.171318549463526,0.3314678193533213,1,57,539,143.50760326732455,55.24118738404453,0.9347303298498436,167,970,0.8117154811715481
2.547349766355072,0.6286030675718709,3,65,389,25.83134807671546,52.60154241645244,1.0,750,215,0.20853540252182348
3.2139158004182242,1.0804784440447213,8,73,516,0.0008996770644701393,0.003875968992248062,0.36702266454745314,1637,0,0.0
0.9074641595727462,2.651014253767011,2,56,336,0.004772178478714713,0.005952380952380952,0.197027016293566,351,0,0.0
3.949375833993632,0.46624369201842186,7,41,734,10.748288510079622,34.881471389645775,0.9818163235479119,2352,528,0.18051282051282053
3.6152036477401825,1.7381246523871758,6,5,534,0.0012379622506645564,0.0056179775280898875,0.33561075871754736,1869,0,0.0
1.3580109386607562,2.0154313657844676,9,97,293,0.0,0.0,0.07149990317830915,380,0,0.0
4.29761820906563,1.4987688964147001,9,53,585,8.269543818810096e-05,0.003418803418803419,0.3147882725105132,2484,0,0.0
2.0977348033674144,0.5072793844157872,5,38,792,0.8553049477631497,1.8042929292929293,0.8328245942052115,1673,0,0.0
3.6561346459073207,2.099299833480692,3,95,564,0.14676295189674438,0.5478723404255319,0.5898060149787179,2095,0,0.0
3.6582317248195344,2.0151367502751323,5,50,787,0.0037364783333185664,0.012706480304955527,0.35638785642613713,2826,0,0.0
2.7296992074389923,0.3088028155040676,9,26,676,3.768316650792508,9.636094674556213,0.9176283123603742,1724,44,0.024760832864378166
1.430387247847001,0.7591128890144968,4,98,736,0.08105452978045977,0.12228260869565218,0.4769941289949998,1066,0,0.0
1.061985084983538,0.37774531383332904,6,96,991,0.034949646798599375,0.033299697275479316,0.4608041265373675,1035,0,0.0
3.5297814973320305,0.8984251315686811,7,41,830,0.0531450290539615,0.17349397590361446,0.5270266372411886,2751,0,0.0
0.7038825551163292,2.0886339872580337,2,87,321,0.026830553687466285,0.028037383177570093,0.19091611862760235,256,0,0.0
4.659055044687876,2.4491087712405513,3,23,314,0.1382514735332867,0.6146496815286624,0.6397751701726362,1476,0,0.0
2.6326032680323754,1.460170486269555,1,38,288,24.59937109689064,35.27777777777778,0.9369149482336582,394,309,0.4164420485175202
2.891382723306675,1.6382649791074257,3,28,246,0.25725579838472257,0.7682926829268293,0.6046121462528685,731,0,0.0
4.715747106738583,2.1206140451126427,6,78,211,0.0028286473447127103,0.009478672985781991,0.3695016082553373,992,0,0.0
3.224662693714416,0.9652012722719989,3,74,201,17.710778944466213,52.124378109452735,0.9346816183809191,544,40,0.060790273556231005
1.8828459333185574,0.47480862806571394,1,84,751,134.36280505990422,79.22503328894807,1.0,388,894,0.653986832479883
3.501936255016238,0.9359806927194767,4,20,488,1.3352957414858084,4.338114754098361,0.8658841213031644,1582,28,0.017220172201722016
3.1785857552956815,0.6714451379817099,3,66,954,31.63550454219183,63.0293501048218,0.9736292770988683,1871,1110,0.3642927469642271
3.3366432304491873,1.2386785732476475,9,70,649,0.00048610768622289546,0.0015408320493066256,0.29260047484220375,2117,0,0.0
1.3408393471618179,0.6278518359025698,3,96,357,0.5106369488093784,0.7619047619047619,0.7822383517305601,526,0,0.0
0.8611702945367465,0.5193641925968592,3,94,630,0.2689025004554824,0.20634920634920634,0.5022420963261037,493,0,0.0
4.104127912963097,0.6286071746723954,6,93,922,18.38317086810431,69.75813449023862,0.9961308224801795,3464,260,0.06863780359028511
4.756546598743517,0.8657475840831625,4,46,341,11.66340181893656,41.05278592375367,0.9882463009277612,1167,457,0.27299880525686976
2.344688058099373,1.0753426209869714,5,66,313,0.029676613815605737,0.07028753993610223,0.4403084364687825,741,0,0.0
3.483000793024597,0.7593482453173932,7,34,657,0.1569997048424896,0.5418569254185692,0.663470519810671,2317,0,0.0
2.872797862315855,0.31834579654458267,3,22,513,22.29051464522871,21.202729044834307,0.9593125328667172,470,960,0.6602475928473177
3.2835229559848758,2.9937344943951105,3,92,652,0.016699312124880572,0.05368098159509203,0.3618668707467403,2119,0,0.0
0.7526565642377628,0.542597008799093,7,59,325,0.0,0.0,0.20900703757580866,258,0,0.0
3.2084633521716186,1.3015310519291463,9,72,552,0.0,0.0,0.2605936231247336,1685,0,0.0
1.278720984921697,0.9448844269645746,1,74,762,63.09602458222546,60.188976377952756,0.9597196451790243,691,215,0.22028688524590165
1.53966876406394,1.806967485315089,7,45,366,0.0,0.0,0.1231247586939255,570,0,0.0
0.7822087389683616,2.7019843118662763,2,80,915,0.012386985658751843,0.00546448087431694,0.14581471450739875,721,0,0.0
2.4519193198675224,0.449043281359533,4,78,894,38.68879600794159,68.70357941834452,0.9671319767133547,1553,515,0.24087932647333957
4.031746511951141,0.4707812285365433,6,44,511,14.080447748139674,39.590998043052835,0.9796210780228115,1414,549,0.2727272727272727
2.697621238168056,0.9533396831060559,7,88,287,0.008839324771163743,0.027874564459930314,0.40412279953288033,774,0,0.0
1.050245908453022,0.5840174367612341,2,44,781,2.545915729598386,2.535211267605634,0.8353108603397079,762,0,0.0
4.60509028726885,1.7743771755877675,5,45,697,0.035155533185525355,0.1563845050215208,0.5155485716059193,3188,0,0.0
0.9115910253813679,2.6293751572450557,1,12,684,0.17161906417208264,0.1695906432748538,0.35807764641038947,644,0,0.0
4.908689022035381,1.2078373358818082,2,53,890,20.54425624199698,51.19550561797753,1.0,2191,2040,0.47641289117234936
0.7744138742144104,1.654708647705046,4,15,810,0.0006203324175587444,0.0,0.11284669075773934,605,0,0.0
3.5598163077876905,0.35364932025567714,1,66,938,157.27442016660842,65.25053304904051,1.0,341,2929,0.8777344920587354
3.297122969420485,2.3911662092955406,6,7,905,0.0004753758323106468,0.0033149171270718232,0.23020583137075545,2989,0,0.0
1.3132542409016144,2.8685319359550077,6,34,677,0.0,0.0,0.07432215327271235,866,0,0.0
4.1112606110627725,0.621989230814219,1,65,887,99.79275310156393,64.27959413754228,0.9715346726009451,536,3025,0.8340226082161566
1.324059110035432,2.4931898612159227,3,91,505,0.00333400407925695,0.0039603960396039604,0.17393916648014007,657,0,0.0
1.2692417109889456,2.5152161878855543,8,25,536,0.0,0.0,0.06369812384735492,687,0,0.0
4.388971504204986,2.557325600409693,7,54,514,8.479211368505915e-05,0.0,0.240184561461553,2210,0,0.0
0.7915215812938268,1.4086999054303302,8,64,717,0.0,0.0,0.06707669538760161,542,0,0.0
4.726010178749198,1.3951990239764207,3,17,623,2.5740103781127637,10.659711075441413,0.9855704147253599,2570,322,0.11103448275862068
4.798875816475887,2.150648557553794,7,43,818,0.0010544238847510238,0.006112469437652812,0.3156412465267926,3887,0,0.0
4.497825009069384,2.7806005690367197,2,47,241,0.5760818301784301,2.6224066390041494,0.8244733694800864,1105,0,0.0
1.6535866101416734,0.7019012802838343,9,40,434,0.0,0.0,0.26991277870213515,740,0,0.0
3.0793969695053143,1.2723868511044618,4,57,353,0.1143595157500995,0.3342776203966006,0.6016886577217984,1081,0,0.0
4.7490443127381035,2.8943025457855622,7,54,690,9.002099418378136e-05,0.0,0.23670406146704942,3309,0,0.0
3.71122548512917,2.123641618047152,7,11,259,0.00039209273514310793,0.0,0.247522036020391,953,0,0.0
0.5941252324279696,2.4510309530534355,7,67,256,0.0,0.0,0.03301271184300075,145,0,0.0
2.153302225322445,2.4653760497113177,4,16,746,0.0020416956377043273,0.004021447721179625,0.21816900215719884,1605,0,0.0
1.6514380649491618,0.9604687514965098,7,20,324,0.000780418313756689,0.0,0.2621258297451752,571,0,0.0
2.6516136679935385,0.9849713120637218,3,89,847,2.4453962878033813,6.512396694214876,0.8909977686607272,2230,0,0.0
2.7678514190761225,2.3658737758224584,5,99,381,0.0005401591404196156,0.0,0.2391840472956528,1078,0,0.0
3.9567266608286418,1.0722768306273578,7,91,797,0.02437584493694876,0.1028858218318695,0.5404336982003028,3233,0,0.0
1.779784637617399,2.5417438861724766,1,62,629,1.1542347627157883,1.9761526232114468,0.6723974089117479,1075,0,0.0
1.6094575635918424,1.9049042881952745,9,36,966,0.0,0.0,0.09467891296609894,1568,0,0.0
1.632996344848517,2.6004315719615305,7,47,599,0.0,0.0,0.0893282167472569,974,0,0.0
4.593411156189609,0.642436420325829,8,20,723,1.137664047385067,5.235131396957123,0.8907781506650302,3310,66,0.01947477131897315
1.3766993593178667,1.7175674269230494,2,39,677,0.1568169259585612,0.22304283604135894,0.40634914369917446,945,0,0.0
2.402075084730785,1.6802659614442783,3,74,417,0.07008796124026183,0.1774580335731415,0.5061815235496807,1064,0,0.0
3.1839267020516395,1.5674988552467475,5,5,896,0.010922562365149196,0.03236607142857143,0.41068610534880695,2884,6,0.0020754064337599448
2.889350817448662,1.9630372823302025,5,71,967,0.003496347449960203,0.010341261633919338,0.29911649710337546,2839,0,0.0
3.5783620012802193,1.796943298992828,8,23,748,1.838511594057279e-05,0.0,0.25221082735540534,2712,0,0.0
3.443352584774737,2.2829382125113775,3,50,863,0.07820839105125411,0.287369640787949,0.517551139405846,3059,0,0.0
1.711407656228696,2.738459779013884,3,23,350,0.0023774965129908987,0.005714285714285714,0.200668935777356,577,0,0.0
1.42915270070799,0.8231887623705982,2,76,446,2.774913313805418,4.024663677130045,0.8688731788703618,638,0,0.0
0.7269767056249884,0.6795833496828193,8,43,483,0.0,0.0,0.12719399825759212,334,0,0.0
2.3314860294773707,0.3235770218890666,6,32,294,12.636593314512389,25.034013605442176,0.9846005209158983,562,121,0.16899441340782123
3.1565902460931206,1.5682172089252533,2,68,393,3.231843410366704,10.340966921119593,1.0,1238,0,0.0
3.491983923151166,1.2273423315457326,7,65,519,0.007856118902328842,0.028901734104046242,0.3998712974640601,1783,0,0.0
3.2413406285430613,0.5542026388339121,4,35,859,14.002389911751163,31.92083818393481,1.0,1944,702,0.2619402985074627
1.744285786250888,1.7002832563450971,7,62,372,0.0,0.0,0.15177736719219584,672,0,0.0
2.5855322891349193,2.26327106338433,8,10,519,0.0,0.0,0.14334207270462876,1347,0,0.0
0.9547053388988223,2.833424407472155,2,22,558,0.008071421717161825,0.008960573476702509,0.16666130953658162,527,0,0.0
2.3929965655385965,1.7843693826961016,7,18,847,4.951781981645741e-05,0.0,0.19925278184025183,2108,0,0.0
0.5458942512055035,2.3609213669232214,1,20,434,0.11503789197907069,0.059907834101382486,0.21958934634029348,225,0,0.0
4.9946620912397535,1.50053386289781,9,61,966,0.00040481330645865887,0.004140786749482402,0.36579266991997444,4772,0,0.0
3.51477072798365,1.94505165610139,4,73,831,0.029153108423493473,0.09265944645006016,0.4510195474437322,2916,0,0.0
3.39873353092479,0.47909328693302555,2,91,314,81.8386935183575,86.52229299363057,0.9339563744751745,281,699,0.6526610644257703
4.695268064001501,1.0298338177023958,4,14,453,2.4386222183342467,9.565121412803531,0.9458436821658274,1765,326,0.15479582146248813
2.5416964858417472,2.9072064055479596,5,85,693,4.4582900787811415e-05,0.0,0.1680652215363414,1693,0,0.0
3.125062481118953,2.4751021777351863,6,73,316,0.0,0.0,0.20520825240023902,963,0,0.0
4.453702320841845,2.020735393435371,6,58,322,0.0025706860339552414,0.018633540372670808,0.34656222743525134,1353,0,0.0
4.701900631412902,2.8647082645316075,3,96,838,0.07697460789308108,0.383054892601432,0.5661024534913552,4077,0,0.0
3.782368573804668,2.8254539156469267,6,19,651,0.00017361064720285095,0.0030721966205837174,0.21945913934534642,2422,0,0.0
2.3411087037353333,1.9432212596760738,4,68,280,0.0055957880652136305,0.010714285714285714,0.292684117759605,637,0,0.0
4.695980903541728,1.3780392279046199,1,52,579,34.2248291221206,50.75647668393783,1.0,828,1777,0.6685477802859293
0.6931041059156325,2.7076914096360407,7,94,931,0.0,0.0,0.039328970874750076,694,0,0.0
3.9086224544686976,2.795058139581933,4,92,667,0.008755188847239713,0.04047976011994003,0.35777431096641643,2668,0,0.0
2.804997525612421,1.865657681431043,3,92,510,0.07976474619008941,0.20588235294117646,0.4936141511090906,1409,0,0.0
4.081889409455149,0.9731476323976169,1,95,894,90.2622411931653,92.8434004474273,1.0,877,2640,0.7306947135344589
3.679270061033291,2.4697493734980966,9,73,635,0.0,0.0,0.16876121307488143,2382,0,0.0
0.8567934167685229,0.9017364508605648,8,35,392,0.0,0.0,0.11209947604646626,317,0,0.0
2.7280657066863427,0.6087432381540229,5,27,800,2.229038018677098,6.3125,0.9195174006325033,2239,0,0.0
1.150352766673133,2.0773282108075093,8,93,461,0.0,0.0,0.06487245856731948,497,0,0.0
3.8690432004948123,2.4697180170602278,3,98,430,0.06116058568118592,0.19767441860465115,0.5160178594672674,1644,0,0.0
4.0467690062226085,2.1184233681553173,3,13,303,0.1977782628168141,0.8778877887788779,0.635630570218777,1224,0,0.0
4.973650896256681,0.8911940437670836,1,93,694,92.76294082844035,90.77809798270893,1.0,630,2558,0.7794028031687995
0.8154716050442854,0.9916343177347995,3,28,273,0.0015677102941535337,0.0,0.2511855879022368,204,0,0.0
4.2734724744986785,1.261214851908932,5,28,246,0.13398880034286817,0.5691056910569106,0.676209550787042,1049,0,0.0
4.944978435573167,2.5059364507090343,9,79,934,1.19310700936089e-05,0.0,0.22255028974134047,4688,0,0.0
2.39834351320372,2.502561731551918,8,14,548,0.0,0.0,0.12040581812695983,1321,0,0.0
2.6351530058034687,0.5918863184015342,2,82,756,62.680730698928606,78.45238095238095,1.0,910,1062,0.5165369649805448
2.0777271922104923,1.0737568250735159,5,72,561,0.003867750659877642,0.0071301247771836,0.3811562847875893,1148,0,0.0
1.7816030874815791,1.0099861375389492,4,51,637,0.054058381334085956,0.10204081632653061,0.446871856088622,1150,0,0.0
2.6423412392900367,0.40151176812337364,4,98,309,48.824559674935834,85.30097087378641,0.9893836805710946,491,206,0.2581453634085213
0.6935744440229588,1.7515887802332177,1,75,306,0.4328537209787543,0.3006535947712418,0.3936668762906329,211,0,0.0
1.9210268535758885,0.601750038867531,6,28,437,0.059623998174779674,0.12128146453089245,0.5298555199268286,836,0,0.0
3.782432410157346,0.8287920521814773,2,19,319,11.626030220681288,18.225705329153605,0.9247888879163086,489,718,0.5851670741646292
0.7488022639113301,2.6039868017593797,3,54,214,0.0,0.0,0.1022874386333116,171,0,0.0
1.1020128893451397,1.1271902051637894,4,74,273,0.013172920431395663,0.01098901098901099,0.24453816612163773,301,0,0.0
1.9263824837933414,0.41730804441452607,4,95,607,23.280432160788127,41.952224052718286,1.0,1021,5,0.004472271914132379
1.4136003289538785,1.040862690027704,5,66,442,0.0019060514364633743,0.0022624434389140274,0.25648755436199705,590,0,0.0
2.984880390902129,2.0556163373387064,5,21,405,0.004576538267149262,0.014814814814814815,0.3043753841515539,1267,0,0.0
1.5708495959591358,2.6136938759044033,8,40,345,0.0,0.0,0.07929252110287086,572,0,0.0
1.568350212403296,1.4154830379138832,4,17,472,0.010157226566794457,0.01694915254237288,0.2694175217849493,720,0,0.0
4.59377204083334,0.7836604240582952,5,43,771,8.654481531076636,34.99870298313878,1.0,3101,447,0.1250699496362619
4.259256498070213,2.838461526790844,7,71,952,3.6287016165646123e-06,0.0,0.21236543485163684,4017,0,0.0
2.97850042698939,2.714373071572817,7,55,648,0.0,0.0,0.15723990361199092,1936,0,0.0
1.8222913602844217,0.46790582603761616,3,63,676,35.36138816747975,53.03402366863905,1.0,966,214,0.1720257234726688
2.371701787231195,2.837223674029747,7,11,379,0.0,0.0,0.11279162802715947,849,0,0.0
2.663962251034101,2.963119599280871,8,13,901,0.0,0.0,0.1077339689318113,2301,0,0.0
3.8576780518963893,2.926810438293647,1,45,497,13.637551511744608,39.798792756539235,0.9878836192127514,1437,380,0.20518358531317496
